payment_id,customer_id,amount,payment_method,bank,timestamp,merchant_category,payment_status,failure_code,failure_category,retry_count,gateway_latency_ms,customer_success_rate,previous_failures_30d,previous_successful_retries,customer_tenure_days,subscription_status,hour,day_of_week,device_type,network_type,location_zone,gt_retry_now,gt_retry_later,gt_switch_method,gt_send_notification,gt_stop,gt_best_action,split
PAY_006510,CUST_04161,2211,UPI,HDFC,2026-08-09 13:12:29,Ecommerce,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1833,0.78,0,1,43,ACTIVE,14,Sunday,iOS,3G,Mumbai,0.362,0.512,0.432,0.612,0.112,SEND_NOTIFICATION,val
PAY_003014,CUST_01358,3135,UPI,Axis,2026-08-20 12:56:26,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4583,0.65,1,3,387,CHURNED,13,Thursday,Desktop,4G,Kolkata,0.5125,0.7925,0.5925,0.1725,0.0,RETRY_LATER,val
PAY_007134,CUST_03384,2352,NETBANKING,ICICI,2026-08-09 16:04:29,FoodDelivery,FAILED,INVALID_ACCOUNT,HARD,0,1578,0.87,0,0,474,ACTIVE,16,Sunday,iOS,5G,Hyderabad,0.0455,0.0555,0.1255,0.1455,0.99,SEND_NOTIFICATION,val
PAY_002308,CUST_03224,99,UPI,ICICI,2026-08-20 09:36:26,Ecommerce,FAILED,INVALID_ACCOUNT,HARD,0,1647,0.92,0,3,198,CHURNED,10,Thursday,Web,WiFi,Kolkata,0.053,0.063,0.133,0.153,0.99,SWITCH_METHOD,val
PAY_007277,CUST_01313,119,CARD,HDFC,2026-08-30 13:34:29,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,2236,0.78,1,2,73,ACTIVE,14,Sunday,Android,WiFi,Kolkata,0.562,0.832,0.622,0.212,0.012,RETRY_LATER,val
PAY_003691,CUST_00322,1553,NETBANKING,SBI,2026-08-22 18:14:26,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,337,0.86,0,3,694,ACTIVE,19,Saturday,Web,5G,Kolkata,0.244,0.404,0.504,0.574,0.104,SEND_NOTIFICATION,val
PAY_000688,CUST_00833,3419,UPI,ICICI,2026-08-25 19:15:25,EdTech,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,1576,0.72,0,2,251,ACTIVE,20,Tuesday,iOS,5G,Chennai,0.353,0.503,0.423,0.603,0.103,SEND_NOTIFICATION,val
PAY_006012,CUST_04200,18864,WALLET,HDFC,2026-08-09 09:56:28,EdTech,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,3373,0.89,0,2,757,TRIAL,10,Sunday,Android,5G,Chennai,0.3785,0.5285,0.4485,0.6285,0.1285,SEND_NOTIFICATION,val
PAY_007072,CUST_02390,653,CARD,SBI,2026-08-17 17:25:29,Travel,FAILED,BANK_TIMEOUT,TEMPORARY,0,2160,0.7,2,0,895,ACTIVE,18,Monday,iOS,3G,Hyderabad,0.55,0.82,0.61,0.2,0.0,RETRY_LATER,val
PAY_000613,CUST_04350,350,UPI,BOB,2026-08-22 11:52:25,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,5159,0.69,1,0,525,ACTIVE,12,Saturday,Android,WiFi,Mumbai,0.5485,0.8185,0.6085,0.1985,0.0,RETRY_LATER,val
PAY_007168,CUST_01668,254,WALLET,ICICI,2026-08-10 15:29:29,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3313,0.74,1,6,828,NONE,16,Monday,Android,5G,Pune,0.526,0.806,0.606,0.186,0.006,RETRY_LATER,val
PAY_009206,CUST_00898,3461,UPI,Kotak,2026-08-02 19:00:31,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,2274,0.84,1,3,355,CHURNED,19,Sunday,Desktop,5G,Chennai,0.101,0.141,0.571,0.671,0.171,SEND_NOTIFICATION,val
PAY_003201,CUST_01382,1308,UPI,Kotak,2026-08-28 20:31:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,5248,0.99,0,3,989,TRIAL,21,Friday,iOS,WiFi,Mumbai,0.5235,0.7935,0.6235,0.1935,0.0435,RETRY_LATER,val
PAY_002268,CUST_03460,439,CARD,ICICI,2026-08-06 15:05:26,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,218,0.97,0,1,469,TRIAL,15,Thursday,iOS,4G,Bangalore,0.2605,0.4205,0.5205,0.5905,0.1205,SEND_NOTIFICATION,val
PAY_009782,CUST_01936,665,NETBANKING,HDFC,2026-08-03 09:33:32,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,5753,0.9,0,5,947,CHURNED,10,Monday,iOS,4G,Bangalore,0.51,0.78,0.61,0.18,0.03,RETRY_LATER,val
PAY_006630,CUST_04311,301,UPI,ICICI,2026-08-28 13:26:29,Travel,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3876,0.8,1,2,116,ACTIVE,14,Friday,Desktop,4G,Bangalore,0.515,0.795,0.665,0.185,0.015,RETRY_LATER,val
PAY_004136,CUST_00452,873,NETBANKING,HDFC,2026-08-15 05:28:26,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2079,0.83,0,3,35,TRIAL,6,Saturday,Android,3G,Pune,0.2395,0.3995,0.4995,0.5695,0.0995,SEND_NOTIFICATION,val
PAY_001899,CUST_00341,150,NETBANKING,ICICI,2026-08-11 15:58:26,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1674,0.7,4,2,309,TRIAL,16,Tuesday,Android,4G,Hyderabad,0.18,0.44,0.58,0.72,0.05,SEND_NOTIFICATION,val
PAY_009531,CUST_01463,286,UPI,HDFC,2026-08-25 20:23:31,FoodDelivery,FAILED,NETWORK_ERROR,TEMPORARY,0,3341,0.83,0,4,111,ACTIVE,21,Tuesday,Android,WiFi,Hyderabad,0.4995,0.7695,0.5995,0.1695,0.0195,RETRY_LATER,val
PAY_008154,CUST_00015,621,UPI,Axis,2026-08-14 15:35:30,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3842,0.87,0,1,526,NONE,16,Friday,iOS,4G,Delhi,0.5455,0.8255,0.6255,0.2055,0.0255,RETRY_LATER,val
PAY_000259,CUST_04310,830,UPI,HDFC,2026-08-26 07:15:25,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5533,0.88,0,4,259,TRIAL,8,Wednesday,Android,4G,Chennai,0.527,0.807,0.677,0.197,0.027,RETRY_LATER,val
PAY_002925,CUST_03759,562,CARD,ICICI,2026-08-11 09:00:26,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4916,0.78,1,5,487,ACTIVE,9,Tuesday,iOS,5G,Delhi,0.532,0.812,0.612,0.192,0.012,RETRY_LATER,val
PAY_009425,CUST_01210,1767,UPI,ICICI,2026-08-06 07:36:31,EdTech,FAILED,CUSTOMER_DECLINED,HARD,0,1758,0.92,0,7,335,ACTIVE,8,Thursday,Android,4G,Chennai,0.043,0.043,0.063,0.083,0.99,SEND_NOTIFICATION,val
PAY_004944,CUST_02752,106,UPI,Axis,2026-08-30 14:51:27,EdTech,FAILED,BLOCKED_METHOD,HARD,0,1294,0.93,0,1,832,NONE,15,Sunday,iOS,WiFi,Bangalore,0.0645,0.0745,0.1845,0.2145,0.9845,SEND_NOTIFICATION,val
PAY_002823,CUST_04720,1180,CARD,Axis,2026-08-31 16:38:26,Gaming,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5413,0.85,0,0,718,ACTIVE,17,Monday,iOS,4G,Pune,0.5425,0.8225,0.6225,0.2025,0.0225,RETRY_LATER,val
PAY_006530,CUST_02635,2816,UPI,Kotak,2026-08-24 13:30:29,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1505,0.97,0,2,277,TRIAL,14,Monday,Android,3G,Bangalore,0.2205,0.4805,0.6205,0.7605,0.0905,SEND_NOTIFICATION,val
PAY_003340,CUST_03209,547,CARD,ICICI,2026-08-31 09:37:26,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,3916,0.84,1,1,696,NONE,10,Monday,Android,5G,Chennai,0.571,0.841,0.631,0.221,0.021,RETRY_LATER,val
PAY_003526,CUST_00357,496,WALLET,SBI,2026-08-10 12:42:26,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2101,0.84,0,0,878,NONE,13,Monday,iOS,4G,Chennai,0.241,0.401,0.501,0.571,0.101,SEND_NOTIFICATION,val
PAY_004564,CUST_04273,1167,WALLET,HDFC,2026-08-15 21:39:27,Gaming,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4485,0.77,1,0,250,CHURNED,22,Saturday,iOS,WiFi,Kolkata,0.5105,0.7905,0.6605,0.1805,0.0105,RETRY_LATER,val
PAY_009657,CUST_03149,1410,UPI,Kotak,2026-08-10 00:57:32,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,5856,0.83,0,5,119,NONE,1,Monday,Android,4G,Kolkata,0.5695,0.8395,0.6295,0.2195,0.0195,RETRY_LATER,val
PAY_007909,CUST_01402,3001,UPI,Yes,2026-08-22 16:59:30,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,5154,0.68,0,2,894,CHURNED,17,Saturday,iOS,3G,Chennai,0.517,0.797,0.597,0.177,0.0,RETRY_LATER,val
PAY_005330,CUST_04763,363,CARD,Kotak,2026-08-04 04:26:28,SaaS,FAILED,CARD_EXPIRED,CUSTOMER,0,1634,0.68,0,1,963,ACTIVE,5,Tuesday,Android,4G,Chennai,0.077,0.117,0.547,0.647,0.147,SEND_NOTIFICATION,val
PAY_005224,CUST_02054,557,NETBANKING,PNB,2026-08-21 21:27:27,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,3015,0.94,1,3,429,TRIAL,22,Friday,iOS,5G,Kolkata,0.216,0.476,0.616,0.756,0.086,SEND_NOTIFICATION,val
PAY_002286,CUST_04743,453,CARD,ICICI,2026-08-15 07:27:26,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4132,0.77,1,1,109,ACTIVE,8,Saturday,Android,4G,Mumbai,0.5105,0.7905,0.6605,0.1805,0.0105,RETRY_LATER,val
PAY_006064,CUST_00010,381,CARD,Kotak,2026-08-07 15:39:28,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4973,0.63,0,0,248,CHURNED,16,Friday,Web,4G,Delhi,0.5095,0.7895,0.5895,0.1695,0.0,RETRY_LATER,val
PAY_004655,CUST_02604,682,CARD,ICICI,2026-08-23 18:02:27,SaaS,FAILED,INVALID_ACCOUNT,HARD,0,1621,0.99,0,0,417,NONE,18,Sunday,Android,4G,Bangalore,0.0635,0.0735,0.1435,0.1635,0.99,SEND_NOTIFICATION,val
PAY_005001,CUST_04070,2099,CARD,HDFC,2026-08-24 19:03:27,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5190,0.79,0,4,203,ACTIVE,19,Monday,Web,WiFi,Delhi,0.5135,0.7935,0.6635,0.1835,0.0135,RETRY_LATER,val
PAY_006711,CUST_03557,363,CARD,HDFC,2026-08-25 19:13:29,FoodDelivery,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2185,0.63,0,2,741,ACTIVE,20,Tuesday,Android,3G,Mumbai,0.2095,0.3695,0.4695,0.5395,0.0695,SEND_NOTIFICATION,val
PAY_009325,CUST_04814,288,CARD,ICICI,2026-08-06 08:09:31,Gaming,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,3948,0.81,0,4,146,ACTIVE,9,Thursday,Android,3G,Kolkata,0.2365,0.3965,0.4965,0.5665,0.0965,SEND_NOTIFICATION,val
PAY_000485,CUST_00895,2147,UPI,ICICI,2026-08-21 15:55:25,Travel,FAILED,CUSTOMER_DECLINED,HARD,0,3445,0.93,0,1,118,ACTIVE,16,Friday,Android,4G,Kolkata,0.0445,0.0445,0.0645,0.0845,0.99,SEND_NOTIFICATION,val
PAY_002212,CUST_02316,1615,CARD,Yes,2026-08-20 18:23:26,EdTech,FAILED,CARD_EXPIRED,CUSTOMER,0,964,0.93,0,2,955,CHURNED,19,Thursday,Web,4G,Mumbai,0.1145,0.1545,0.5845,0.6845,0.1845,SEND_NOTIFICATION,val
PAY_005417,CUST_03451,107,UPI,HDFC,2026-08-05 00:18:28,EdTech,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,5862,0.72,1,3,285,ACTIVE,1,Wednesday,Desktop,4G,Mumbai,0.503,0.783,0.653,0.173,0.003,RETRY_LATER,val
PAY_007564,CUST_02939,99,CARD,Axis,2026-08-03 11:08:30,SaaS,FAILED,NETWORK_ERROR,TEMPORARY,0,6154,0.99,0,2,548,NONE,12,Monday,Web,4G,Delhi,0.5235,0.7935,0.6235,0.1935,0.0435,RETRY_LATER,val
PAY_002556,CUST_00660,191,NETBANKING,ICICI,2026-08-25 17:44:26,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,477,0.99,0,3,292,ACTIVE,18,Tuesday,Android,WiFi,Bangalore,0.2235,0.4835,0.6235,0.7635,0.0935,SEND_NOTIFICATION,val
PAY_000008,CUST_04780,448,UPI,HDFC,2026-08-08 15:17:25,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2930,0.89,0,3,8,ACTIVE,16,Saturday,Android,4G,Bangalore,0.5785,0.8485,0.6385,0.2285,0.0285,RETRY_LATER,val
PAY_003658,CUST_03294,1695,CARD,HDFC,2026-08-22 12:29:26,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,4101,0.85,0,0,161,TRIAL,13,Saturday,Web,WiFi,Hyderabad,0.5725,0.8425,0.6325,0.2225,0.0225,RETRY_LATER,val
PAY_006412,CUST_04052,473,UPI,PNB,2026-08-09 14:29:28,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3743,0.96,1,4,683,ACTIVE,15,Sunday,Android,5G,Delhi,0.559,0.839,0.639,0.219,0.039,RETRY_LATER,val
PAY_009165,CUST_00065,183,UPI,SBI,2026-08-26 19:40:31,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2269,0.87,0,3,509,ACTIVE,20,Wednesday,Web,4G,Mumbai,0.2055,0.4655,0.6055,0.7455,0.0755,SEND_NOTIFICATION,val
PAY_004875,CUST_02912,362,UPI,SBI,2026-08-05 17:21:27,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4231,0.95,0,3,11,ACTIVE,18,Wednesday,iOS,WiFi,Chennai,0.5575,0.8375,0.6375,0.2175,0.0375,RETRY_LATER,val
PAY_004403,CUST_00117,2451,UPI,Axis,2026-08-19 15:42:27,Travel,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3740,0.9,0,0,185,CHURNED,16,Wednesday,Android,4G,Pune,0.53,0.81,0.68,0.2,0.03,RETRY_LATER,val
PAY_008917,CUST_01880,323,NETBANKING,Kotak,2026-08-07 15:26:31,SaaS,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2306,0.81,1,1,313,CHURNED,16,Friday,Desktop,4G,Kolkata,0.2365,0.3965,0.4965,0.5665,0.0965,SEND_NOTIFICATION,val
PAY_005547,CUST_01842,262,NETBANKING,Axis,2026-08-03 11:04:28,EdTech,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4485,0.82,0,3,496,ACTIVE,11,Monday,Web,WiFi,Bangalore,0.538,0.818,0.618,0.198,0.018,RETRY_LATER,val
PAY_005298,CUST_02552,451,CARD,ICICI,2026-08-23 22:31:28,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,6479,0.76,0,3,945,ACTIVE,23,Sunday,Android,3G,Kolkata,0.529,0.809,0.609,0.189,0.009,RETRY_LATER,val
PAY_002427,CUST_04432,580,UPI,Kotak,2026-08-26 02:13:26,EdTech,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,680,0.75,0,1,321,TRIAL,3,Wednesday,Android,4G,Kolkata,0.1875,0.4475,0.5875,0.7275,0.0575,SEND_NOTIFICATION,val
PAY_006745,CUST_01865,99,NETBANKING,Yes,2026-08-17 15:52:29,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,6078,0.97,0,2,287,CHURNED,16,Monday,Android,3G,Bangalore,0.5905,0.8605,0.6505,0.2405,0.0405,RETRY_LATER,val
PAY_001815,CUST_01503,562,UPI,HDFC,2026-08-26 07:48:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4935,0.69,0,3,612,ACTIVE,8,Wednesday,Android,4G,Pune,0.5185,0.7985,0.5985,0.1785,0.0,RETRY_LATER,val
PAY_006823,CUST_04186,535,UPI,HDFC,2026-08-25 17:46:29,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,647,0.68,2,2,634,TRIAL,18,Tuesday,Android,3G,Chennai,0.177,0.437,0.577,0.717,0.047,SEND_NOTIFICATION,val
PAY_009626,CUST_02668,1289,CARD,SBI,2026-08-23 12:37:32,FoodDelivery,FAILED,BANK_TIMEOUT,TEMPORARY,0,5126,0.79,1,5,216,ACTIVE,13,Sunday,iOS,3G,Pune,0.5635,0.8335,0.6235,0.2135,0.0135,RETRY_LATER,val
PAY_002275,CUST_03926,4867,CARD,PNB,2026-08-14 20:26:26,SaaS,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2189,0.86,0,4,862,NONE,21,Friday,Web,WiFi,Hyderabad,0.374,0.524,0.444,0.624,0.124,SEND_NOTIFICATION,val
PAY_001012,CUST_03609,7985,CARD,SBI,2026-08-29 10:49:25,Ecommerce,FAILED,CARD_EXPIRED,CUSTOMER,0,1120,0.99,0,5,107,CHURNED,11,Saturday,Android,3G,Kolkata,0.1235,0.1635,0.5935,0.6935,0.1935,SEND_NOTIFICATION,val
PAY_001578,CUST_03066,673,UPI,ICICI,2026-08-22 10:02:25,FoodDelivery,FAILED,CARD_EXPIRED,CUSTOMER,0,2032,0.77,0,1,145,TRIAL,10,Saturday,Android,WiFi,Bangalore,0.0905,0.1305,0.5605,0.6605,0.1605,SEND_NOTIFICATION,val
PAY_007265,CUST_04312,786,NETBANKING,ICICI,2026-08-18 12:25:29,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4221,0.71,1,0,793,ACTIVE,13,Tuesday,Android,4G,Bangalore,0.5215,0.8015,0.6015,0.1815,0.0015,RETRY_LATER,val
PAY_001068,CUST_04508,335,CARD,ICICI,2026-08-12 14:32:25,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,7393,0.81,0,0,731,ACTIVE,15,Wednesday,Desktop,WiFi,Hyderabad,0.5665,0.8365,0.6265,0.2165,0.0165,RETRY_LATER,val
PAY_001992,CUST_03925,245,NETBANKING,HDFC,2026-08-31 15:27:26,FoodDelivery,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1238,0.78,0,2,95,ACTIVE,16,Monday,Desktop,WiFi,Chennai,0.192,0.452,0.592,0.732,0.062,SEND_NOTIFICATION,val
PAY_003971,CUST_03735,305,CARD,ICICI,2026-08-04 17:03:26,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,6120,0.75,1,3,397,CHURNED,17,Tuesday,Android,5G,Pune,0.5575,0.8275,0.6175,0.2075,0.0075,RETRY_LATER,val
PAY_009074,CUST_01029,559,CARD,ICICI,2026-08-17 16:49:31,EdTech,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,2576,0.91,0,6,881,ACTIVE,17,Monday,iOS,WiFi,Mumbai,0.5315,0.8115,0.6815,0.2015,0.0315,RETRY_LATER,val
PAY_005880,CUST_03310,2309,CARD,SBI,2026-08-13 20:01:28,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,4233,0.99,0,2,980,NONE,20,Thursday,Android,4G,Bangalore,0.5435,0.8235,0.6935,0.2135,0.0435,RETRY_LATER,val
PAY_008431,CUST_00903,725,CARD,HDFC,2026-08-30 06:37:30,SaaS,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4479,0.84,0,5,393,ACTIVE,7,Sunday,iOS,WiFi,Kolkata,0.541,0.821,0.621,0.201,0.021,RETRY_LATER,val
PAY_004543,CUST_02439,156,NETBANKING,Yes,2026-08-06 13:01:27,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,4779,0.82,0,3,604,ACTIVE,13,Thursday,iOS,5G,Bangalore,0.568,0.838,0.628,0.218,0.018,RETRY_LATER,val
PAY_009327,CUST_00735,295,CARD,SBI,2026-08-30 17:44:31,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,2828,0.81,1,0,76,TRIAL,18,Sunday,Web,4G,Kolkata,0.5665,0.8365,0.6265,0.2165,0.0165,RETRY_LATER,val
PAY_007194,CUST_03078,3427,CARD,Kotak,2026-08-13 08:12:29,FoodDelivery,FAILED,AUTHENTICATION_FAILED,CUSTOMER,0,2271,0.72,0,1,406,TRIAL,9,Thursday,iOS,4G,Hyderabad,0.353,0.503,0.423,0.603,0.103,SEND_NOTIFICATION,val
PAY_003868,CUST_00834,4616,UPI,SBI,2026-08-12 17:10:26,FoodDelivery,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,3935,0.92,0,3,483,ACTIVE,18,Wednesday,iOS,5G,Pune,0.553,0.833,0.633,0.213,0.033,RETRY_LATER,val
PAY_009416,CUST_03826,99,UPI,Axis,2026-08-09 19:38:31,Travel,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,624,0.77,0,2,94,NONE,20,Sunday,Android,WiFi,Hyderabad,0.1905,0.4505,0.5905,0.7305,0.0605,SEND_NOTIFICATION,val
PAY_006824,CUST_02406,374,NETBANKING,PNB,2026-08-12 10:48:29,Ecommerce,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,1457,0.65,1,1,692,TRIAL,11,Wednesday,iOS,5G,Pune,0.1725,0.4325,0.5725,0.7125,0.0425,SEND_NOTIFICATION,val
PAY_003049,CUST_04803,203,CARD,ICICI,2026-08-03 17:08:26,Ecommerce,FAILED,NETWORK_ERROR,TEMPORARY,0,4221,0.93,0,4,568,TRIAL,18,Monday,Android,5G,Mumbai,0.5145,0.7845,0.6145,0.1845,0.0345,RETRY_LATER,val
PAY_000782,CUST_03646,413,CARD,Yes,2026-08-07 09:36:25,Travel,FAILED,BANK_TIMEOUT,TEMPORARY,0,5426,0.84,0,4,791,ACTIVE,10,Friday,iOS,4G,Mumbai,0.571,0.841,0.631,0.221,0.021,RETRY_LATER,val
PAY_006748,CUST_03038,1344,CARD,ICICI,2026-08-28 14:48:29,EdTech,FAILED,BANK_TIMEOUT,TEMPORARY,0,4926,0.93,0,2,502,ACTIVE,15,Friday,Android,4G,Delhi,0.5845,0.8545,0.6445,0.2345,0.0345,RETRY_LATER,val
PAY_002676,CUST_00464,447,UPI,HDFC,2026-08-29 13:25:26,SaaS,FAILED,BANK_TIMEOUT,TEMPORARY,0,6137,0.85,1,5,152,NONE,14,Saturday,iOS,3G,Chennai,0.5725,0.8425,0.6325,0.2225,0.0225,RETRY_LATER,val
PAY_001750,CUST_02290,479,CARD,ICICI,2026-08-28 18:22:26,Ecommerce,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,6726,0.84,1,2,695,ACTIVE,19,Friday,Web,5G,Chennai,0.541,0.821,0.621,0.201,0.021,RETRY_LATER,val
PAY_006223,CUST_03788,1273,NETBANKING,Axis,2026-08-03 18:44:28,SaaS,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,2594,0.92,0,2,217,ACTIVE,19,Monday,Android,WiFi,Delhi,0.533,0.813,0.683,0.203,0.033,RETRY_LATER,val
PAY_007947,CUST_03030,430,UPI,Axis,2026-08-20 11:06:30,FoodDelivery,FAILED,CARD_EXPIRED,CUSTOMER,0,2776,0.86,0,3,631,NONE,12,Thursday,Android,WiFi,Pune,0.104,0.144,0.574,0.674,0.174,SEND_NOTIFICATION,val
PAY_002792,CUST_00565,979,NETBANKING,SBI,2026-08-27 18:07:26,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,4149,0.86,0,3,81,ACTIVE,19,Thursday,Android,5G,Pune,0.504,0.774,0.604,0.174,0.024,RETRY_LATER,val
PAY_006520,CUST_04381,1105,UPI,Kotak,2026-08-26 04:37:29,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,869,0.84,0,1,774,ACTIVE,5,Wednesday,iOS,3G,Hyderabad,0.241,0.401,0.501,0.571,0.101,SEND_NOTIFICATION,val
PAY_005775,CUST_01878,1231,NETBANKING,BOB,2026-08-03 02:17:28,FoodDelivery,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3030,0.89,0,5,965,NONE,3,Monday,Android,5G,Hyderabad,0.5285,0.8085,0.6785,0.1985,0.0285,RETRY_LATER,val
PAY_006358,CUST_03588,440,CARD,HDFC,2026-08-02 21:06:28,Ecommerce,FAILED,BANK_TIMEOUT,TEMPORARY,0,4961,0.87,0,3,974,NONE,22,Sunday,Web,WiFi,Pune,0.5755,0.8455,0.6355,0.2255,0.0255,RETRY_LATER,val
PAY_004980,CUST_01093,226,UPI,Axis,2026-08-06 06:49:27,EdTech,FAILED,NETWORK_ERROR,TEMPORARY,0,6096,0.75,0,3,216,CHURNED,7,Thursday,iOS,4G,Bangalore,0.4875,0.7575,0.5875,0.1575,0.0075,RETRY_LATER,val
PAY_007589,CUST_04250,1712,UPI,ICICI,2026-08-08 19:34:30,SaaS,FAILED,BLOCKED_METHOD,HARD,0,846,0.84,1,3,171,ACTIVE,20,Saturday,Android,WiFi,Delhi,0.051,0.061,0.171,0.201,0.971,SEND_NOTIFICATION,val
PAY_001092,CUST_04949,305,NETBANKING,SBI,2026-08-09 14:30:25,Travel,FAILED,GATEWAY_TIMEOUT,TEMPORARY,0,4220,0.9,0,1,492,ACTIVE,15,Sunday,Android,WiFi,Pune,0.55,0.83,0.63,0.21,0.03,RETRY_LATER,val
PAY_006527,CUST_01203,650,NETBANKING,HDFC,2026-08-09 07:13:29,Travel,FAILED,BLOCKED_METHOD,HARD,0,886,0.84,1,2,696,CHURNED,8,Sunday,Web,4G,Pune,0.051,0.061,0.171,0.201,0.971,SEND_NOTIFICATION,val
PAY_009608,CUST_03881,405,UPI,HDFC,2026-08-13 17:51:32,Ecommerce,FAILED,LIMIT_EXCEEDED,CUSTOMER,0,2241,0.97,0,2,807,TRIAL,18,Thursday,Desktop,3G,Pune,0.2605,0.4205,0.5205,0.5905,0.1205,SEND_NOTIFICATION,val
PAY_004628,CUST_00854,378,NETBANKING,SBI,2026-08-16 08:09:27,SaaS,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,805,0.89,0,3,485,TRIAL,9,Sunday,Web,WiFi,Kolkata,0.2085,0.4685,0.6085,0.7485,0.0785,SEND_NOTIFICATION,val
PAY_002325,CUST_02547,1963,CARD,SBI,2026-08-03 12:25:26,Gaming,FAILED,INSUFFICIENT_FUNDS,CUSTOMER,0,2707,0.91,0,7,315,TRIAL,13,Monday,iOS,4G,Kolkata,0.2115,0.4715,0.6115,0.7515,0.0815,SEND_NOTIFICATION,val
PAY_006535,CUST_03245,1994,UPI,PNB,2026-08-11 14:59:29,Gaming,FAILED,UPI_TECHNICAL_ERROR,TEMPORARY,0,3481,0.99,0,4,83,TRIAL,15,Tuesday,Web,4G,Pune,0.5435,0.8235,0.6935,0.2135,0.0435,RETRY_LATER,val
